FeatureID,SampleID,RelAbundance,Time,sign|Time
Blautia_obeum,A20H12,0.008084587799110685,T12,TRUE
Clostridium_sp_1001270J_160509_D11,A20H12,0,T12,TRUE
Adlercreutzia_equolifaciens,A20H12,3.0725693575752897e-4,T12,TRUE
Dysosmobacter_welbionis,A20H12,0,T12,TRUE
Hungatella_hathewayi,A22H0,0.006539307902822415,T0,TRUE
Flavonifractor_plautii,A22H0,3.9592177010024717e-4,T0,TRUE
Anaerostipes_hadrus,A22H0,1.0369379693101711e-5,T0,TRUE
Actinomyces_SGB17132,A22H0,0,T0,TRUE
Blautia_wexlerae,A22H0,2.981196661766742e-4,T0,TRUE
Bifidobacterium_pseudocatenulatum,A22H0,0.01379610618009138,T0,TRUE
Ruminococcus_sp_AF41_9,A22H0,0,T0,TRUE
Lactobacillus_gasseri,A22H0,0,T0,TRUE
Blautia_obeum,A22H0,5.408574180833733e-4,T0,TRUE
Clostridium_sp_1001270J_160509_D11,A22H0,0,T0,TRUE
Adlercreutzia_equolifaciens,A22H0,0,T0,TRUE
Dysosmobacter_welbionis,A22H0,0.002874321350611705,T0,TRUE
Hungatella_hathewayi,A22H12,3.2194378616116567e-4,T12,TRUE
Flavonifractor_plautii,A22H12,0,T12,TRUE
Anaerostipes_hadrus,A22H12,0.009211750062111067,T12,TRUE
Actinomyces_SGB17132,A22H12,0,T12,TRUE
Blautia_wexlerae,A22H12,1.6267590041735684e-4,T12,TRUE
Bifidobacterium_pseudocatenulatum,A22H12,0.002158409293247053,T12,TRUE
Ruminococcus_sp_AF41_9,A22H12,8.065634727396883e-5,T12,TRUE
Lactobacillus_gasseri,A22H12,0,T12,TRUE
Blautia_obeum,A22H12,1.1257808471620155e-4,T12,TRUE
Clostridium_sp_1001270J_160509_D11,A22H12,0,T12,TRUE
Adlercreutzia_equolifaciens,A22H12,0,T12,TRUE
Dysosmobacter_welbionis,A22H12,0,T12,TRUE
Hungatella_hathewayi,A24H0,0,T0,TRUE
Flavonifractor_plautii,A24H0,1.4500046014258923e-4,T0,TRUE
Anaerostipes_hadrus,A24H0,0.02169744788665922,T0,TRUE
Actinomyces_SGB17132,A24H0,0,T0,TRUE
Blautia_wexlerae,A24H0,0.005218028655599,T0,TRUE
Bifidobacterium_pseudocatenulatum,A24H0,0,T0,TRUE
Ruminococcus_sp_AF41_9,A24H0,0,T0,TRUE
Lactobacillus_gasseri,A24H0,0,T0,TRUE
Blautia_obeum,A24H0,3.752471585464265e-4,T0,TRUE
Clostridium_sp_1001270J_160509_D11,A24H0,0,T0,TRUE
Adlercreutzia_equolifaciens,A24H0,0,T0,TRUE
Dysosmobacter_welbionis,A24H0,0,T0,TRUE
Hungatella_hathewayi,A24H12,0,T12,TRUE
Flavonifractor_plautii,A24H12,0,T12,TRUE
Anaerostipes_hadrus,A24H12,0.06309634871855273,T12,TRUE
Actinomyces_SGB17132,A24H12,0,T12,TRUE
Blautia_wexlerae,A24H12,0.07110543903786061,T12,TRUE
Bifidobacterium_pseudocatenulatum,A24H12,0,T12,TRUE
Ruminococcus_sp_AF41_9,A24H12,0,T12,TRUE
Lactobacillus_gasseri,A24H12,0,T12,TRUE
Blautia_obeum,A24H12,0.02127961110708129,T12,TRUE
Clostridium_sp_1001270J_160509_D11,A24H12,0.00349864298759621,T12,TRUE
