FeatureID	A10E0	A10E12	A10H0	A10H12	A12E0	A12E12	A12H0	A12H12	A13E0	A13E12	A13H0	A13H12	A16E0	A16E12	A16H0	A16H12	A17E0	A17E12	A17H0	A17H12	A19E0	A19E12	A19H0	A19H12	A1E0	A1E12	A1H0	A1H12	A20E0	A20E12	A20H0	A20H12	A22E0	A22E12	A22H0	A22H12	A24E0	A24E12	A24H0	A24H12	A25E0	A25E12	A25H0	A25H12	A26E0	A26E12	A26H0	A26H12	A27E0	A27E12	A27H0	A27H12	A28E0	A28E12	A28H0	A28H12	A30E0	A30E12	A30H0	A30H12	A3E0	A3E12	A3H0	A3H12	A4E0	A4E12	A4H0	A4H12	A6E0	A6E12	A6H0	A6H12	A7E0	A7E12	A7H0	A7H12	A8E0	A8E12	A8H0	A8H12	A9E0	A9E12	A9H0	A9H12	P11E0	P11E12	P11H0	P11H12	P14E0	P14E12	P14H0	P14H12	P16E0	P16E12	P16H0	P16H12	P17E0	P17E12	P17H0	P17H12	P20E0	P20E12	P20H0	P20H12	P21E0	P21E12	P21H0	P21H12	P25E0	P25E12	P25H0	P25H12	P26E0	P26E12	P26H0	P26H12	P27E0	P27E12	P27H0	P27H12	P2E0	P2E12	P2H0	P2H12	P3E0	P3E12	P3H0	P3H12	P42E0	P42E12	P42H0	P42H12	P4E0	P4E12	P4H0	P4H12	P5E0	P5E12	P5H0	P5H12
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	50350140.0	0.0	3430.0	0.0	0.0	0.0	3130.0	0.0	23398480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7330.0	0.0	33570.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1510.0	0.0	0.0	0.0	7860.0	0.0	0.0	0.0	0.0	0.0	0.0	7040.0	1510.0	0.0	0.0	0.0	2810.0	0.0	0.0	0.0	12240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41070.0	0.0	0.0	0.0	9700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1204920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53818940.0	11590.0	0.0	0.0	0.0	0.0	0.0	624830.0	0.0	4000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	49649860.0	0.0	515020.0	0.0	0.0	0.0	68690.0	0.0	52185610.0	0.0	0.0	0.0	2677710.0	0.0	7090.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29920.0	13690.0	3952250.0	0.0	18830.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46460.0	0.0	100000000.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17390.0	0.0	100500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88623310.0	0.0	0.0	0.0	735720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	830.0	0.0	2849560.0	0.0	3270.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	50350140.0	0.0	3430.0	0.0	0.0	0.0	3130.0	0.0	23398480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7330.0	0.0	33570.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1510.0	0.0	0.0	0.0	7860.0	0.0	0.0	0.0	0.0	0.0	0.0	7040.0	1510.0	0.0	0.0	0.0	2810.0	0.0	0.0	0.0	12240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41070.0	0.0	0.0	0.0	9700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1204920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53818940.0	11590.0	0.0	0.0	0.0	0.0	0.0	624830.0	0.0	4000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	49649860.0	0.0	515020.0	0.0	0.0	0.0	0.0	0.0	52185610.0	0.0	0.0	0.0	2677710.0	0.0	2320.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29920.0	13690.0	3952250.0	0.0	18830.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100000000.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17390.0	0.0	100500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88623310.0	0.0	0.0	0.0	735720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2849560.0	0.0	3270.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes|t__SGB16955	50350140.0	0.0	3430.0	0.0	0.0	0.0	3130.0	0.0	23398480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7330.0	0.0	33570.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1510.0	0.0	0.0	0.0	7860.0	0.0	0.0	0.0	0.0	0.0	0.0	7040.0	1510.0	0.0	0.0	0.0	2810.0	0.0	0.0	0.0	12240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41070.0	0.0	0.0	0.0	9700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1204920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53818940.0	11590.0	0.0	0.0	0.0	0.0	0.0	624830.0	0.0	4000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus|t__SGB7852	49649860.0	0.0	515020.0	0.0	0.0	0.0	0.0	0.0	52185610.0	0.0	0.0	0.0	2677710.0	0.0	2320.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29920.0	13690.0	3952250.0	0.0	18830.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100000000.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17390.0	0.0	100500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88623310.0	0.0	0.0	0.0	735720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2849560.0	0.0	3270.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0	46768870.0	4935000.0	9935580.0	20643910.0	0.0	16896590.0	917810.0	0.0	8742150.0	27106350.0	690260.0	42113930.0	296500.0	16036470.0	277180.0	1708490.0	0.0	9348660.0	610730.0	0.0	33299050.0	6005310.0	9854010.0	8928160.0	7924100.0	2492430.0	107540.0	37487050.0	0.0	75520.0	11113640.0	3392940.0	21581460.0	2897870.0	2836260.0	0.0	54868990.0	1911080.0	7723950.0	14621380.0	26801900.0	8265280.0	9539400.0	78141020.0	0.0	501530.0	3199000.0	17381380.0	19496810.0	70035170.0	15800590.0	47870.0	0.0	2607820.0	79550.0	0.0	6903260.0	15873290.0	13579580.0	8136780.0	8392790.0	10623320.0	2919670.0	0.0	0.0	2030190.0	14615170.0	4847920.0	14176880.0	14034150.0	19293150.0	1073140.0	13400810.0	384950.0	19990.0	32705790.0	528720.0	2393440.0	120240.0	11430800.0	0.0	21615960.0	49063430.0	24948280.0	30069730.0	41430060.0	1787810.0	19943600.0	27705790.0	145100.0	3103310.0	0.0	0.0	527700.0	249950.0	100000000.0	22912580.0	5097520.0	710720.0	11381580.0	7976420.0	29772710.0	569240.0	0.0	0.0	525100.0	379110.0	2479080.0	0.0	728130.0	310220.0	27723070.0	0.0	982300.0	710660.0	22993700.0	9669810.0	2174970.0	72410.0	0.0	0.0	433570.0	54230.0	4938600.0	7729420.0	1873880.0	0.0	12691170.0	0.0	23209970.0	21889730.0	35151780.0	18256000.0	369530.0	113070.0	31804480.0	25133870.0	26171500.0	1607310.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.0	8142920.0	1813980.0	86180.0	0.0	0.0	462250.0	0.0	0.0	8373440.0	28890.0	0.0	9296500.0	0.0	1268010.0	5940.0	3547060.0	0.0	1260040.0	48700.0	0.0	653260.0	79140.0	41270.0	8833530.0	1134730.0	0.0	6020.0	15327920.0	0.0	51380.0	120770.0	2314430.0	8541040.0	8450.0	14230.0	0.0	0.0	0.0	11050.0	13614490.0	8821570.0	21180.0	52700.0	0.0	0.0	30340.0	0.0	1834120.0	6146650.0	313580.0	0.0	13610.0	0.0	0.0	214390.0	0.0	16820690.0	676160.0	177900.0	14681800.0	26171290.0	274750.0	96650.0	0.0	0.0	92070.0	453020.0	5709260.0	8078230.0	962920.0	435190.0	0.0	0.0	156400.0	0.0	4815600.0	0.0	503020.0	0.0	0.0	0.0	41790.0	937380.0	1701100.0	960730.0	42960.0	84000.0	425560.0	1289360.0	0.0	44700.0	0.0	0.0	21590.0	129550.0	0.0	6903130.0	1194340.0	84780.0	887540.0	3051780.0	0.0	3650.0	0.0	0.0	170470.0	95340.0	0.0	0.0	4130.0	7520.0	0.0	0.0	320180.0	0.0	4870690.0	1069730.0	1209990.0	15970.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1110220.0	0.0	1707270.0	710960.0	6560700.0	21736450.0	51740.0	0.0	4370990.0	5175000.0	666300.0	239200.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0	46768870.0	4721650.0	4899100.0	17751510.0	0.0	12276670.0	607820.0	0.0	7167370.0	11170.0	19610.0	30449850.0	296500.0	13796420.0	199040.0	1530310.0	0.0	9134190.0	610730.0	0.0	32165600.0	4760350.0	9092480.0	7561900.0	7895260.0	1808070.0	107540.0	32460150.0	0.0	64860.0	10684150.0	2274290.0	18498030.0	2392570.0	2343730.0	0.0	54868990.0	1860050.0	7649710.0	12805690.0	25652590.0	1878310.0	7275490.0	78141020.0	0.0	20550.0	2847190.0	11499310.0	18123910.0	69144660.0	1860000.0	47870.0	0.0	533820.0	34780.0	0.0	4663410.0	15787240.0	13177020.0	7405080.0	7933210.0	10439210.0	2368630.0	0.0	0.0	2022430.0	14476800.0	4240790.0	12959820.0	13971000.0	19262350.0	1073140.0	13336850.0	291300.0	19990.0	32021110.0	448720.0	2391260.0	120240.0	11430800.0	0.0	1632150.0	14227600.0	24094950.0	30069730.0	3674830.0	1719310.0	17884010.0	26783290.0	145100.0	2873420.0	0.0	0.0	2160.0	249130.0	100000000.0	20328760.0	4939450.0	517130.0	8058670.0	4927810.0	6396460.0	253740.0	0.0	0.0	506000.0	265490.0	2479080.0	0.0	713530.0	153490.0	3875130.0	0.0	967930.0	705860.0	13296620.0	8757050.0	1592230.0	47030.0	0.0	0.0	126180.0	0.0	4938600.0	7729420.0	1379330.0	0.0	5488230.0	0.0	20698730.0	14286890.0	30106670.0	17642100.0	366540.0	12620.0	31665000.0	21123680.0	4356410.0	1599190.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	0.0	8142920.0	1813980.0	86180.0	0.0	0.0	462250.0	0.0	0.0	8373440.0	28890.0	0.0	9296500.0	0.0	1268010.0	5940.0	3547060.0	0.0	1260040.0	48700.0	0.0	653260.0	79140.0	41270.0	8833530.0	1134730.0	0.0	6020.0	15327920.0	0.0	51380.0	120770.0	2314430.0	8541040.0	8450.0	14230.0	0.0	0.0	0.0	11050.0	13614490.0	8821570.0	21180.0	52700.0	0.0	0.0	30340.0	0.0	1834120.0	6146650.0	313580.0	0.0	13610.0	0.0	0.0	214390.0	0.0	16820690.0	676160.0	177900.0	14681800.0	26171290.0	274750.0	96650.0	0.0	0.0	92070.0	453020.0	5709260.0	8078230.0	962920.0	435190.0	0.0	0.0	156400.0	0.0	4815600.0	0.0	503020.0	0.0	0.0	0.0	41790.0	937380.0	1701100.0	960730.0	42960.0	84000.0	425560.0	1289360.0	0.0	44700.0	0.0	0.0	21590.0	129550.0	0.0	6903130.0	1194340.0	84780.0	887540.0	3051780.0	0.0	3650.0	0.0	0.0	170470.0	95340.0	0.0	0.0	4130.0	7520.0	0.0	0.0	320180.0	0.0	4870690.0	1069730.0	1209990.0	15970.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1110220.0	0.0	1707270.0	710960.0	6560700.0	21736450.0	51740.0	0.0	4370990.0	5175000.0	666300.0	239200.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0	46768870.0	4721650.0	4899100.0	17751510.0	0.0	12183160.0	607820.0	0.0	7167370.0	11170.0	7220.0	30449850.0	296500.0	13716640.0	199040.0	1530310.0	0.0	9112470.0	610730.0	0.0	32165600.0	4726600.0	9024220.0	7561900.0	7895260.0	1808070.0	107540.0	32460150.0	0.0	34730.0	10684150.0	2274290.0	18498030.0	2392570.0	2343730.0	0.0	54868990.0	1860050.0	7638500.0	12805690.0	25652590.0	1824800.0	6516240.0	78141020.0	0.0	20550.0	2847190.0	11499310.0	18123910.0	69144660.0	1860000.0	47870.0	0.0	522840.0	34780.0	0.0	4663410.0	15787240.0	13163680.0	7405080.0	7933210.0	10419170.0	2113240.0	0.0	0.0	2022430.0	14476800.0	4240790.0	12959820.0	13936330.0	19262350.0	1073140.0	13336850.0	291300.0	19990.0	32021110.0	448720.0	2390820.0	85460.0	11430800.0	0.0	1632150.0	14227600.0	24094950.0	30069730.0	3655710.0	1719310.0	17884010.0	26783290.0	139160.0	2843150.0	0.0	0.0	2160.0	249130.0	100000000.0	20328760.0	4939450.0	517130.0	8058670.0	4927810.0	6396460.0	253740.0	0.0	0.0	449760.0	260820.0	2479080.0	0.0	713530.0	153490.0	3875130.0	0.0	967930.0	705860.0	13296620.0	8757050.0	1579670.0	37440.0	0.0	0.0	126180.0	0.0	4938600.0	7729420.0	1379330.0	0.0	5488230.0	0.0	20698730.0	14286890.0	30106670.0	17642100.0	366420.0	12620.0	31665000.0	21123680.0	4262650.0	1567200.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.0	8142920.0	733640.0	86180.0	0.0	0.0	462250.0	0.0	0.0	0.0	0.0	0.0	1687690.0	0.0	378180.0	5940.0	305050.0	0.0	17150.0	0.0	0.0	653260.0	45980.0	41270.0	2181520.0	839260.0	0.0	0.0	3912410.0	0.0	2510.0	84340.0	1609050.0	3770010.0	3060.0	0.0	0.0	0.0	0.0	0.0	1221640.0	3965490.0	14330.0	12070.0	0.0	0.0	0.0	0.0	527560.0	1004560.0	172370.0	0.0	13610.0	0.0	0.0	214390.0	0.0	4332610.0	114670.0	80410.0	8602350.0	11026040.0	76080.0	4430.0	0.0	0.0	63160.0	54540.0	1290660.0	2206770.0	254940.0	0.0	0.0	0.0	67240.0	0.0	133710.0	0.0	14510.0	0.0	0.0	0.0	0.0	893960.0	1701100.0	960730.0	38150.0	84000.0	0.0	1289360.0	0.0	14890.0	0.0	0.0	21590.0	106700.0	0.0	3576430.0	486490.0	53970.0	438600.0	1540580.0	0.0	2620.0	0.0	0.0	3540.0	0.0	0.0	0.0	3580.0	5990.0	0.0	0.0	172450.0	0.0	3620110.0	311960.0	404510.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1132290.0	204590.0	4728220.0	18953350.0	0.0	0.0	1761730.0	2203120.0	611580.0	124240.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0.0	33020050.0	603710.0	0.0	3487290.0	0.0	263480.0	0.0	0.0	0.0	0.0	0.0	20391930.0	296500.0	824050.0	22050.0	0.0	0.0	0.0	0.0	0.0	10646790.0	0.0	0.0	470130.0	316640.0	0.0	0.0	11590000.0	0.0	0.0	0.0	0.0	2094900.0	0.0	3430.0	0.0	49202730.0	0.0	0.0	5310400.0	6379170.0	0.0	0.0	0.0	0.0	0.0	0.0	2381560.0	2765860.0	5330.0	0.0	0.0	0.0	0.0	0.0	0.0	1365190.0	39330.0	0.0	820240.0	102720.0	36000.0	0.0	0.0	0.0	0.0	0.0	657340.0	5886100.0	53470.0	14400.0	1073140.0	11549030.0	0.0	0.0	5905110.0	394840.0	106120.0	0.0	0.0	0.0	0.0	11590.0	4125110.0	17408760.0	0.0	179590.0	3967980.0	6805070.0	0.0	0.0	0.0	0.0	0.0	1930.0	0.0	13699780.0	0.0	18350.0	1101700.0	804980.0	0.0	8600.0	0.0	0.0	16670.0	0.0	0.0	0.0	0.0	18190.0	0.0	0.0	0.0	21890.0	252860.0	3684710.0	83100.0	0.0	0.0	0.0	0.0	0.0	4938600.0	0.0	1950.0	0.0	3130450.0	0.0	8360.0	392190.0	19532940.0	7450630.0	0.0	0.0	4024220.0	480290.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0.0	13748820.0	472400.0	0.0	0.0	0.0	2050.0	0.0	0.0	0.0	0.0	0.0	1372550.0	0.0	128900.0	0.0	0.0	0.0	5220.0	0.0	0.0	79530.0	0.0	0.0	42430.0	545040.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118200.0	0.0	0.0	0.0	0.0	0.0	14110.0	0.0	367820.0	6390.0	7880.0	0.0	0.0	0.0	0.0	3145660.0	0.0	864550.0	0.0	0.0	0.0	0.0	0.0	0.0	19130.0	41660.0	7270.0	0.0	0.0	21050.0	7090.0	0.0	0.0	0.0	9480.0	0.0	0.0	325020.0	6450.0	0.0	0.0	0.0	0.0	729170.0	0.0	145910.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139790.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2910.0	0.0	0.0	0.0	46350.0	9296640.0	76290.0	115110.0	13760.0	0.0	0.0	0.0	0.0	0.0	0.0	84330.0	0.0	0.0	0.0	721320.0	12520.0	0.0	466040.0	0.0	0.0	349750.0	0.0	20910.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	0.0	8142920.0	0.0	28480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	850180.0	376090.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2341920.0	77900.0	55120.0	6971750.0	5466060.0	39050.0	4430.0	0.0	0.0	0.0	0.0	847480.0	503420.0	59170.0	0.0	0.0	0.0	14960.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2279960.0	71000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321680.0	1800.0	4594500.0	15089720.0	0.0	0.0	0.0	561370.0	0.0	35960.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8185	0.0	26626150.0	166160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12264140.0	296500.0	0.0	12610.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513340.0	0.0	0.0	0.0	31246540.0	0.0	0.0	1281820.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	567230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	589760.0	0.0	0.0	0.0	0.0	157230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17408760.0	0.0	96010.0	3177560.0	6805070.0	0.0	0.0	0.0	0.0	0.0	1930.0	0.0	0.0	0.0	0.0	894100.0	0.0	0.0	5640.0	0.0	0.0	16670.0	0.0	0.0	0.0	0.0	10870.0	0.0	0.0	0.0	0.0	252860.0	0.0	83100.0	0.0	0.0	0.0	0.0	0.0	3436120.0	0.0	0.0	0.0	3130450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__SGB8047_group	0.0	13748820.0	472400.0	0.0	0.0	0.0	2050.0	0.0	0.0	0.0	0.0	0.0	1372550.0	0.0	128900.0	0.0	0.0	0.0	5220.0	0.0	0.0	79530.0	0.0	0.0	42430.0	545040.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118200.0	0.0	0.0	0.0	0.0	0.0	14110.0	0.0	367820.0	6390.0	7880.0	0.0	0.0	0.0	0.0	3145660.0	0.0	864550.0	0.0	0.0	0.0	0.0	0.0	0.0	19130.0	41660.0	7270.0	0.0	0.0	21050.0	7090.0	0.0	0.0	0.0	9480.0	0.0	0.0	325020.0	6450.0	0.0	0.0	0.0	0.0	727510.0	0.0	144810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139790.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2910.0	0.0	0.0	0.0	46350.0	9296640.0	76290.0	115110.0	13760.0	0.0	0.0	0.0	0.0	0.0	0.0	84330.0	0.0	0.0	0.0	721320.0	12520.0	0.0	466040.0	0.0	0.0	349750.0	0.0	20910.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47|t__SGB17167_group	0.0	8142920.0	0.0	28480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	850180.0	376090.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2341920.0	77900.0	55120.0	6971750.0	5466060.0	39050.0	4430.0	0.0	0.0	0.0	0.0	847480.0	503420.0	59170.0	0.0	0.0	0.0	14960.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2279960.0	71000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321680.0	1800.0	4594500.0	15089720.0	0.0	0.0	0.0	561370.0	0.0	35960.0
